Which of the following is an example of a cline?,Males of some species have long antlers to fight other males for females.,A population of moths in a forest has evolved different color patterns depending on the type of tree they inhabit.,A species of fish has developed a unique color pattern in response to changes in water temperature.,Certain species of spiders have evolved different web-building behaviors depending on the availability of prey.,The hybrid tomato plant is stronger and produces better fruit than the pure genotype.,"A certain type of beetle exhibits a wide range of body size, with larger individuals found in colder regions.",There are two distinct varieties in one population of snail that inhabits an island in the Pacific Ocean.,"In one species of rabbit, the ones that evolved in the cold, snowy north are white, while the ones that evolved in the south are brown.",Some plants produce toxins that deter herbivores.,The frequency of a particular gene in a population of birds varies depending on the altitude of their habitat.,H,ori_mmlu-high_school_biology
"A healthy man and woman are worried about having children because they are both carriers of sickle-cell disease. If the couple have a biological child, what is the chance that the child will inherit sickle-cell disease?",80%,75%,50%,25%,33%,20%,90%,0%,66%,100%,D,ori_mmlu-high_school_biology
Which of the following is the direct energy source that allows ATP synthase to produce ATP in mitochondria?,The combination of acetyl-CoA with oxaloacetate in the citric acid cycle,The reduction of NAD+ during the conversion of pyruvate to acetyl-CoA,The reduction of FAD+ during the conversion of succinate to fumarate in the citric acid cycle,ATP molecules directly providing energy for the process,ADP molecules flowing down a gradient across the mitochondrial inner membrane,The energy of glucose breaking down into pyruvate during glycolysis,The energy of electrons passing along the electron transport chain,NADH diffusing from the mitochondrial intermembrane space to the matrix,The oxidation of FADH2 during the electron transport chain,H+ ions flowing down a gradient across the mitochondrial inner membrane,J,ori_mmlu-high_school_biology
"Unlike large populations, small populations are vulnerable to various processes that draw populations down an extinction vortex toward smaller and smaller populations until no individuals survive. Which of the following statements correctly identifies the factors that endanger a population?",Inbreeding and loss of genetic variation threaten a population.,Increased competition for resources within the population threatens a population.,Overpopulation is a direct threat to the survival of a population.,Weather and climate changes have no impact on small populations.,Mutation reduces the health of a population.,Small populations are not affected by diseases.,The growth of human settlements and industries does not impact small populations.,Migration of new individuals into the population threatens a population.,Predation from outside species endangers the population.,Breeding with individuals from a different population may cause the extinction of the first population due to a decrease in diversity.,A,ori_mmlu-high_school_biology
Which describes an African butterfly species that exists in two strikingly different color patterns?,directional selection,Natural selection,artificial selection,Divergent selection,Convergent evolution,Genetic drift,Balanced selection,stabilizing selection,disruptive selection,Sexual selection,I,ori_mmlu-high_school_biology
Which of the following about meiosis is NOT true?,The end result of meiosis is four identical daughter cells.,Sister chromatids separate during meiosis I.,Meiosis only occurs in animals.,Crossing-over increases genetic variation in gametes.,Meiosis does not involve the process of DNA replication.,Meiosis involves only one round of cell division.,Meiosis leads to the creation of diploid gametes.,Homologous chromosomes join during synapsis.,Meiosis produces two haploid gametes.,Meiosis is responsible for the production of body cells.,B,ori_mmlu-high_school_biology
Which of the following characteristics would allow you to distinguish a prokaryotic cell from an animal cell?,Centrioles,Chloroplasts,Lysosomes,Cell wall,Mitochondria,Ribosomes,Cell membrane,Endoplasmic reticulum,Nucleus,Golgi apparatus,D,ori_mmlu-high_school_biology
"When oxygen becomes unavailable, this process regenerates NAD+, allowing respiration to continue.",Calvin cycle,Fermentation,Glycolysis,Oxidative phosphorylation,Pyruvate oxidation,Cellular respiration,Krebs Cycle,Citric acid cycle,Photosynthesis,Chemiosmosis,B,ori_mmlu-high_school_biology
"In most ecosystems, net primary productivity is important because it represents the",biomass of all producers,biomass of all consumers,energy available to heterotrophs,energy consumed by decomposers,total solar energy converted to chemical energy by producers,energy available to producers,energy available to autotrophs,total energy lost during energy transfer between trophic levels,total energy produced by autotrophs and heterotrophs combined,energy stored in the soil,C,ori_mmlu-high_school_biology
"During a study session about evolution, one of your fellow students remarks, ""The giraffe stretched its neck while reaching for higher leaves; its offspring inherited longer necks as a result."" Which statement is most likely to be helpful in correcting this student's misconception?",Genetic traits can be altered by environmental factors after birth.,"Giraffes with longer necks are more likely to survive, not necessarily the offspring of giraffes that stretch their necks.","Traits are inherited randomly, not based on necessity or use.",Spontaneous mutations can result in the appearance of new traits.,Disuse of an organ may lead to its eventual disappearance.,"The change in the length of the giraffe's neck over generations is a result of genetic drift, not individual effort.",The giraffe's offspring would only inherit a longer neck if the giraffe's genes were modified.,Characteristics acquired during an organism's life are generally not passed on through genes.,"The length of a giraffe's neck is determined by its diet and exercise, not its genes.",Only favorable adaptations have survival value.,H,ori_mmlu-high_school_biology
